,cust_index,Title,Author,Summary
1505,1505,Frostcrag Spire Memoirs,Anonymous,Information about Frostcrag Spire from its former owner. This document is found in the Wizard's Tower official plugin.
1506,1506,Frostflow Lighthouse Notes,Various,"This series of notes is found in Frostflow Lighthouse, and chronicles the demise of the family living there at the hands of the chaurus."
1507,1507,Fundaments of Alchemy,Alyandon Mathierry,Basic information about alchemy.
1508,1508,"Funny Stuff, Sil",Henlor,Henlor isn't falling for Sil's obvious ploys
1509,1509,Furious Letter,Anonymous,A less than calm letter
1510,1510,Further Missive from the Mages,The Wayrest Mages Guild,The Mages Guild sends a letter to a geode mine
1511,1511,Further Notes on the Sload,Telenger the Artificer,"Information on the Sload, their coral tower, and their famous soap"
1512,1512,Gabrielle Benele's Journal,Gabrielle Benele,Benele has found something she believes will turn the tide for the Lion Guard
1513,1513,Gadnor's Last Wishes,Anonymous,The last wish of a madman
1514,1514,Gaius Maro's Schedule,Anonymous,"The weekly schedule of Gaius Maro, a Penitus Occulatus agent."
1515,1515,Galerion The Mystic,Asgrim Kolsgreg,A short story about the first Archmagister of the Mages Guild
1516,1516,Galerion the Mystic,Anonymous,"A biography of Galerion the Mystic, founder of the Mage's Guild."
1517,1517,Galidor's Grocery List,Galidor,
1518,1518,Galidor's Ledger,Galidor,Record of black market goods and payments due
1519,1519,Galidor's Love Poem,Galidor,A dubious proclamation of affection
1520,1520,Galidor's Scribbled Note,Galidor,
1521,1521,Gallus's Encoded Journal,Gallus Desidenius,"The encoded journal of Gallus Desidenius, former Nightingale guildmaster. Implicates Mercer Frey in the author's murder."
1522,1522,Gallus's Journal,Gallus Desidenius,"The journal of Gallus Desidenius, former Nightingale guildmaster. Implicates Mercer Frey in the author's murder."
1523,1523,Galmon's Note,Galmon,Galmon gives some cultists the slip
1524,1524,Gamirth's Final Message,Gamirth,Gamirth cannot wait for his love any longer
1525,1525,Gamwyn's Journal,Gamwyn,
1526,1526,Gangs of the Shambles,Nathyn Farandas,Description of gangs of the Shambles of Fargrave
1527,1527,Garick's Message,Garick,Garicks decides that death by vines is not appealing
1528,1528,Garil's Journal,Garil,The meat they're eating is people!
1529,1529,Garlas Agea Construction Log,Anonymous,Gold Coast Trading Company workers attempt to disarm ancient Ayleid traps
1530,1530,Garnikh's Hunting Log,Garnikh,Outlanders in the woods
1531,1531,Gascone's Memorandum,Gascone,A note on departing
1532,1532,Gaston's Instructions,Gaston,Gaston needs Welkynd stone fragments
1533,1533,Gate Procedures,Lob the Cleaver,Helpful hints for keeping giants out
1534,1534,Gathiel's Astrology Chart,Treethane Rolon,What does the omen of the Lady mean?
1535,1535,Gathiel's Diary,Gathiel,A weighty decision
1536,1536,Gavo's Itinerary,Anonymous,
1537,1537,Gavros's Journal,Gavros,Alchemist laments the use of his formula for basic swindling
1538,1538,Gavros's Research Notes,Gavros,"Subjects exposed to a compound to perform ""transposition"""
1539,1539,Geel-Ma's Diary,Geel-Ma,Shadowscales  plan to eliminate the Silken Ring
1540,1540,Geirmund's Epitaph,Anonymous,"Epitaph to Geirmund, archmage under king Harald."
1541,1541,Geirmund's Oath,Anonymous,Oath of the famous battlemage
1542,1542,Gelebourne's Journal,Gelebourne,"The journal of an adventuring brotherhood member, found during the Miscellaneous quest ""A Brotherhood Betrayed""."
1543,1543,General Conele's Orders,General Alexandra Conele,A plan to take the Pact territories
1544,1544,General Gavryn's Declaration,G. Redoran,
1545,1545,General Malgoth's Journal,General Malgoth,Malgoth's forces fall to deception
1546,1546,General Redoran's Dispatch,General Gavryn Redoran,The General is tired of the rumor mill
1547,1547,General Serien's Orders,General Serien,
1548,1548,General's Order 12008,Anonymous,A grim order for execution
1549,1549,Get Back to Work,Anonymous,
1550,1550,"Get it Done, Conele",Serien,
1551,1551,Gharakul's Journal,Gharakul,A Mephalan cultists's recollection of the fall of Murkuldin.
1552,1552,Ghost Sighting,Anonymous,Sightings of a ghost
1553,1553,Ghost-Free Papers,Uleni Heleran,Declares that Sadrith Mora's Gateway Inn is free from ghost.
1554,1554,Ghosts in the Storm,Adonato Leotelli,The author's caravan is attacked by unidentified creatures in the middle of a snow storm.
1555,1555,Ghosts of Glenumbra,Jean Duthiel,A summary of the hauntings of Glenumbra
1556,1556,Ghosts of the Old Tower,"The Unveiled Azadiyeh, Songbird of Satakalaam",A haunting story of ghosts - from the future!
1557,1557,Ghraewaj and the Harpies,Tidasus,"The legend about the origin of harpies, which connects them to the worshippers of Daedric Prince Nocturnal."
1558,1558,Giant Warning,Anonymous,
1559,1559,Giants: A Discourse,Kord the Curious,Research about the relationship between Nords and Giants
1560,1560,Gift of the Lilmothiit,Chanil-Shehs,A book that involves the Lilmothiit
1561,1561,Gifts of Death and Fear,Anonymous,A Dragonguard plaque found in Dov-Vahl shrine in Anequina
1562,1562,Gifts of the Nereids,Anonymous,Priesthood of these magical beings
1563,1563,Gilded Letter,Valano,The player foils yet another plot
1564,1564,Gisli's Note,Gisli,A compliment on fishing skill
1565,1565,Give Me a Chance,Delvin,Vex needs to loosen up.
1566,1566,Gjarma's Orders,Gjarma Raven-Hair,Cultists prepare for a ritual
1567,1567,Glademist Scouting Order,Sorcalin,Success at Fort Glademist
1568,1568,Glarthir's Notes,Glarthir,
1569,1569,Glenbridge's Argonian Shrine to Sithis,Ghalzir,Talks about a shrine to sithis
1570,1570,Glenumbra's People,Aldous Brousseau,A description of the different cultures within Glenumbra
1571,1571,Glenumbra's Towns and Cities,Ansur Belote,A guide to the various settlements of Glenumbra
1572,1572,Glenumbria: Alessian Orders,Anonymous,
1573,1573,Glimmertarn: A Stonelore Community,Manon Rolaine,
1574,1574,Glinting Talons,Ablahar at-Tunal,One researcher's quest to regain lost swordsmanship knowledge
1575,1575,Glonnir's Letter,Glonnir,
1576,1576,Glories and Laments,Alexandre Hetrard,An archaeologist's observations about Ayleid ruins.
1577,1577,Glories and Laments Among the Ayleid Ruins,Alexandre Hetrard,An archaeologist's observations about Ayleid ruins.
1578,1578,Glories of the Pirate Queen,Anonymous,"Some very generous descriptions of Captain Fortunata, the provincial governor of Anvil"
1579,1579,Glorious Balamath,Anonymous,A poem dedicated to Balamath
1580,1580,Glorious Upheavel,Thendaramur Death-Blossom,A religious tract about Boethiah
1581,1581,Glover's Letter,Glover Mallory,A former thief finds his long-lost daughter.
1582,1582,Glyndallagan's Confession,Glyndallagan,A con-man mage makes a very bad wager
1583,1583,Glyphs and Enchantment,Sanessalmo of Glister Vale,A mentally deranged researcher's notes about glyphs
1584,1584,Gnisis Eggmine Pass,Hetman Abelmawia and Knight-Protector Darius,A pass to enter Gnisis Eggmine.
1585,1585,"Goddess of Storm, Mother of Nords",Anonymous,Description of the warrior goddess Kyne
1586,1586,Gold Coast Guide,Astinia Isauricus,"A guide to western Cyrodiil, aimed at tourists, set in the tI'm of Emperor Leovic"
1587,1587,Gold Coast Missive,Anonymous,Gold for Khajiiti tails
1588,1588,Gold Coast Notables,Mirabelle Motierre,Dark Brotherhood dossier on important figures in Gold Coast politics
1589,1589,Gold Coast Trading Company Note,Kirkland,The Company doesn't want to do dirty business
1590,1590,Gold for Teeth!,Anonymous,Good pay for crocodile teeth
1591,1591,Goldenglow,Mercer Frey,"Mercer wants to get rid of the house, pronto."
1592,1592,Goldenglow Bill of Sale,Anonymous,Deed of ownership to Goldenglow Estate in Riften.
1593,1593,"Goldleaf Acquisitions, Manager's Notes",Hlaalu Sarethi Veren,Notes on a guild
1594,1594,Good Travels!,Anonymous,An introduction to Morrowind
1595,1595,Goodbye Note,Anonymous,A girl runs away to join a necromancy cult
1596,1596,Goodnight Mundus,Anonymous,A Tamrielic lulaby
1597,1597,Gordag's Journal,Anonymous,An Orc father tries to cure his daughter
1598,1598,Gorlar's Journal,Gorlar the Dark,A would-be necromancer's journal
1599,1599,Gorm's Letter,Gorm,
1600,1600,Gourmet's Writ of Passage,Anonymous,Allows the Gourmet (or rather the player pretending to be the Gourmet) passage into the Emperor's tower.
1601,1601,"Graccus' Journal, Volume I",Graccus,A Hermaeus Mora devotee's journal
1602,1602,Grand Larceny Clue,Anonymous,
1603,1603,Grand Maestro Forte's Research,Grand Maestro Forte,Research on an ancient script found in Ebon Stadmont
1604,1604,Grand Oratory Clue,Anonymous,
1605,1605,Grantham Blakeley's Map,Grantham Blakeley,"A map by Grantham Blakeley, found during the miscellaneous quest ""The Forlorn Watchman""."
1606,1606,Grasping Fortune,Serjo Hlaalu Dram Bero,"The ""guild book"" for the Hlaalu, detailing their goals, duties, and expectations for recruits."
1607,1607,Gratian's Journal,Gratian Caerellius,A barrow in Ravenrock's ebony mine holds a mysterious blade.
1608,1608,Gratian's Letter,Rendellus Thandarian,The East Empire Company summons Gratian back to Solstheim to investigate a new-found ruin.
1609,1609,Graverobber's Lament,Anonymous,A graverobber complaints about the grave they're robbing
1610,1610,Graverobber's Note,Marienne Shiarry,
1611,1611,Gravestone Notes,Anonymous,A riddle concerning names on gravestones
1612,1612,Graveyard Research Notes,Anonymous,Notes on an ancient Ayleid site
1613,1613,Gray Host Communique,Rada al-Saran,Instructions to prepare for the greatest Harrowstorm of all
1614,1614,Gray Host Intelligence Dispatch,Pentarch Hautring,Order to agents of the Gray Host
1615,1615,Gray Host Orders,Rada al-Saran,
1616,1616,Gray Mire Tribal Leadership,Anonymous,List of important people in a Bosmeri village
1617,1617,Grazdar's Notes: Hammer's Bypass,Anonymous,A children's rhyme contains clues to a dungeon puzzle
1618,1618,Grazzar's Threat,Grazzar,A letter threating to reveal a person's old exploits
1619,1619,Great Cathedral Closed!,Anonymous,"The cathedral may be closed, but worship must go on"
1620,1620,Great Harbingers of the Companions,Swyk the Long-Sighted,Lists historically important leaders of the Companions.
1621,1621,Great Harbingers of the Companions,Swyk the Long-Sighted,A look back at influential men and women at Jorrvaskr
1622,1622,Great House Mottos (Annotated),Vilyn Girith (personal notes by Sotha Sil),"Sotha Sil's copy, with his added scribblings"
1623,1623,Great Houses of Morrowind,Anonymous,"Just like it says: a book about Great House Culture on Morrowind, specifically Vvardenfell."
1624,1624,Great Spirits of the Reach,Vashu gra-Morga,Reachmen theology
1625,1625,"Green Lady, My Lady",Anonymous,Song about the coronation of the Green Lady
1626,1626,Green Pact Bosmer: Observations,Dinycthus Precis,A brief overview of the Green Pact
1627,1627,Green Serpent Bounty,Deesh-Jee,
1628,1628,Green Serpent Testimonials,Minerva Calo,
1629,1629,Greenshade Explorer's Log,Anonymous,An anomaly in a secluded cave
1630,1630,Greetings from the Orcthane,Fildgor Orcthane,Request for aid for a rebellion
1631,1631,Grenetta's Journal,Grenetta,A bandit's journal and regrets
1632,1632,Grenwulf's Note,Grenwulf,Feud between two adventurers that lead to their downfall
1633,1633,Greywyn's Journal,Greywyn,"The journal of Greywyn, the former owner of the Vile Lair. Found during the The Vile Lair official plugin."
1634,1634,Grida's Note,Grida,Grida wants bath salts
1635,1635,Grida's Note to Dralof,Grida,The bath salts proved fatal to poor Grida
1636,1636,Grigerda's Letter,Methas,Grigerda's presence is requested
1637,1637,Grim Jest,Anonymous,
1638,1638,"Gripe, Gripe, Gripe",Anonymous,A soldier's complaint about his assignment
1639,1639,Grommok's Journal,Grommok,"Journal of the orc warrior Grommok, telling his feat recovering the Akaviri Dawnfang/Duskfang."
1640,1640,Groundskeeper's Letter,Groundskeeper Gavros,A letter describing how the Imperial City's market became a huge graveyard
1641,1641,Gryphon Watching Log,Anonymous,Notes from a Gryphon breeder
1642,1642,Guard Dossier - Aerael,Anonymous,Dossier on a notorious bandit
1643,1643,Guard Dossier: Aesrael,Anonymous,dossier on a bandit
1644,1644,Guard Duty,Anonymous,One soldier's diary about guard duty
1645,1645,Guard's Bounty Letter Draft,Anonymous,Draft of a bounty letter
1646,1646,Guard's Dossier: Antonius,Anonymous,Dossier on a badit
1647,1647,Guard's Dossier: Bjormund Wind-Strider,Anonymous,Dossier on a badit
1648,1648,Guard's Dossier: Ehlhiel,Anonymous,Dossier on a bandit
1649,1649,Guard's Dossier: Yakhtu gra-Orkulg,Anonymous,Dossier on a bandit
1650,1650,Guard's Note,Anonymous,Guards idea of reward for a bounty
1651,1651,Guard's Note on Aldepius,Anonymous,Guards Suspicious on a new recruit
1652,1652,Guard's Orders,Anonymous,Orders to evacuate a prison in view of the impending storm.
1653,1653,Guardian's Decree,Anonymous,
1654,1654,Guestbook: Rulanyil's Fall,Anonymous,A guestbook for a ruin turned museum
1655,1655,Guide to Ald'ruhn,Anonymous,A pamphlet guide to city of Ald'ruhn.
1656,1656,Guide to Altmeri Culture (On Dueling),Anonymous,How to have an honorable duel in the Altmeri fashion
1657,1657,Guide To Anvil,Alessia Ottus,A guide to the city of Anvil by a religious noble. Clearly bias.
1658,1658,Guide to Balmora,Anonymous,A pamphlet guide to city of Balmora.
1659,1659,Guide to Better Thieving,Wulfmare Shadow-Cloak,Overview of pickpocketing and lockpicking from a master thief.
1660,1660,Guide To Bravil,Alessia Ottus,A guide to Bravil by a religious noble. Clearly bias.
1661,1661,Guide To Bruma,Alessia Ottus,Guide to Bruma by a religious noble. Clearly bias.
1662,1662,Guide To Cheydinhal,Alessia Ottus,A guide to Cheydinhal by a religious noble. Clearly bias.
1663,1663,Guide To Chorrol,Alessia Ottus,A guide to Chorrol by a religious noble. Strongly bias.
1664,1664,Guide To Leyawiin,Alessia Ottus,Guide to Leyawiin by a wealthy noblewoman. Clearly bias and racist.
1665,1665,Guide to Northern Elsweyr,Infrasia Mallius,A tourist's guide to Anequina
1666,1666,Guide to Sadrith Mora,Anonymous,A pamphlet guide to city of Sadrith Mora.
1667,1667,Guide To Skingrad,Alessia Ottus,"Guide to Skingrad, written by a rich noblewoman. Clearly bias."
1668,1668,Guide to Taming Dire Wolves,Shelga gra-Bur,Best ways to make Dire Wolves not eat you
1669,1669,Guide to the Daggerfall Covenant,Anonymous,A pro Daggerfall Covenant document
1670,1670,Guide to the Ebonheart Pact,Anonymous,A pamphlet explaining and promoting the Ebonheart Pact
1671,1671,Guide To The Imperial City,Alessia Ottus,A guide to the Imperial City written by a wealthy noble. Clearly bias.
1672,1672,Guide to Vivec,Anonymous,A pamphlet guide to city of Vivec.
1673,1673,Guide to Vvardenfell,Anonymous,A pamphlet guide to Vvardenfell.
1674,1674,Guide to Western Skyrim: Haafingar,Imperial Surveyor Buntara Gravius,
1675,1675,Guide to Western Skyrim: Hjaalmarch,Imperial Surveyor Buntara Gravius,
1676,1676,Guide to Western Skyrim: Karthald,Imperial Surveyor Buntara Gravius,
1677,1677,Guide: Advancing in a Craft,Anonymous,A basic guide to craftsman work in general
1678,1678,Guide: Gathering Materials,Anonymous,A researcher's guide to gathering useful crafting reagents
1679,1679,Guide: Researching and Learning,Anonymous,A guide on learning to construct valuable objects in the world
1680,1680,Guild Contract: Spindleclutch,Anonymous,A Fighters Guild contract
